Requested Rect. Yield,Date Completed,Work Center
57.8,2/25/2015,Amada FMS #2
88.8,2/25/2015,FINNSG1
87.8,2/25/2015,FINNSG5
91.6,2/25/2015,FINNSG3
85.9,2/25/2015,FINNSG5
90.8,2/25/2015,FINNSG1
85.8,2/25/2015,FINNSG4
60.34,2/25/2015,Amada FMS #1
91.9,2/25/2015,FINNSG3
59.4,2/25/2015,FINNSG2
56.59,2/25/2015,Amada FMS #2
63.81,2/25/2015,Amada FMS #2
88.4,2/25/2015,FINNSG4
71.63,2/25/2015,Amada Vipros 3 - Cell #2
88.2,2/25/2015,FINNSG4
76.36,2/25/2015,Amada FMS #1
79,2/25/2015,FINNSG1
90.3,2/25/2015,FINNSG5
83.5,2/25/2015,FINNSG2
74.89,2/25/2015,Amada Vipros 3 - Cell #2
87.7,2/25/2015,FINNSG3
42.57,2/25/2015,Amada Pulsar Laser  - Cell #1
91,2/25/2015,FINNSG1
89.1,2/25/2015,FINNSG4
80.48,2/25/2015,Amada Vipros 3 - Cell #2
88.1,2/25/2015,FINNSG4
85.4,2/25/2015,FINNSG5
66.11,2/25/2015,Amada FMS #2
72.1,2/25/2015,FINNSG2
78.05,2/25/2015,Amada FMS #2
82.4,2/25/2015,FINNSG5
90,2/25/2015,FINNSG3
86.5,2/25/2015,FINNSG5
76.14,2/25/2015,Amada FMS #1
88.2,2/25/2015,FINNSG2
86.2,2/25/2015,FINNSG5
88.4,2/25/2015,FINNSG3
62.2,2/25/2015,FINNSG5
26.12,2/25/2015,Amada Pulsar Laser  - Cell #1
92.3,2/25/2015,FINNSG2
87.7,2/25/2015,FINNSG3
81.6,2/25/2015,FINNSG1
81.05,2/25/2015,Amada Vipros 3 - Cell #2
87.6,2/25/2015,FINNSG5
85.9,2/25/2015,FINNSG4
90.6,2/25/2015,FINNSG2
88.1,2/25/2015,FINNSG2
53.64,2/25/2015,Amada Vipros 5 - Cell #3
90.5,2/25/2015,FINNSG5
129.93,2/25/2015,Salvagnini laser
76.14,2/25/2015,Amada FMS #1
33.88,2/25/2015,Amada Pulsar Laser  - Cell #1
90.6,2/25/2015,FINNSG4
77.13,2/25/2015,Amada FMS #1
83.17,2/25/2015,Amada Vipros 3 - Cell #2
86.8,2/25/2015,FINNSG2
91.9,2/25/2015,FINNSG3
126.12,2/25/2015,Salvagnini laser
90.5,2/25/2015,FINNSG2
84.37,2/25/2015,Amada Vipros 3 - Cell #2
85.4,2/25/2015,FINNSG1
87.7,2/25/2015,FINNSG5
81,2/25/2015,FINNSG3
90.6,2/25/2015,FINNSG2
86.7,2/25/2015,FINNSG4
11.57,2/25/2015,Amada Pulsar Laser  - Cell #1
92.2,2/25/2015,FINNSG3
64.38,2/25/2015,Amada FMS #2
63.89,2/25/2015,Amada FMS #2
91.4,2/25/2015,FINNSG5
47.85,2/25/2015,Salvagnini laser
82.9,2/25/2015,FINNSG2
80.3,2/25/2015,Amada FMS #2
91.5,2/25/2015,FINNSG3
80.55,2/25/2015,Amada FMS #1
51.96,2/25/2015,Amada FMS #1
93.5,2/25/2015,FINNSG3
81.4,2/25/2015,FINNSG1
71.31,2/25/2015,Amada Vipros 3 - Cell #2
79.9,2/25/2015,FINNSG2
86.2,2/25/2015,FINNSG4
25.99,2/25/2015,Amada Pulsar Laser  - Cell #1
88.7,2/25/2015,FINNSG5
68.57,2/25/2015,Amada FMS #2
86.6,2/25/2015,FINNSG5
79.7,2/25/2015,FINNSG2
92.1,2/25/2015,FINNSG5
84.82,2/25/2015,Amada Vipros 3 - Cell #2
93,2/25/2015,FINNSG3
62.43,2/25/2015,Amada Pulsar Laser  - Cell #1
86.7,2/25/2015,FINNSG5
86.1,2/25/2015,FINNSG1
91.1,2/25/2015,FINNSG2
79.43,2/25/2015,Amada FMS #1
90.9,2/25/2015,FINNSG5
88.1,2/25/2015,FINNSG4
70.93,2/25/2015,Amada FMS #2
59.8,2/25/2015,Amada FMS #2
89.5,2/25/2015,FINNSG5
90.7,2/25/2015,FINNSG3
88.4,2/25/2015,FINNSG2
89.7,2/25/2015,FINNSG5
63.52,2/25/2015,Amada Vipros 1 - Cell #1
81.01,2/25/2015,Amada Vipros 3 - Cell #2
129.93,2/25/2015,Salvagnini laser
86.8,2/25/2015,FINNSG1
91.1,2/25/2015,FINNSG3
86.2,2/25/2015,FINNSG4
89.7,2/25/2015,FINNSG5
86.2,2/25/2015,FINNSG2
71.21,2/25/2015,Amada FMS #1
73.2,2/25/2015,FINNSG2
75.51,2/25/2015,Amada Vipros 3 - Cell #2
68.4,2/25/2015,FINNSG2
87.3,2/25/2015,FINNSG5
89.1,2/25/2015,FINNSG3
88.7,2/25/2015,FINNSG5
91.7,2/25/2015,FINNSG4
89.9,2/25/2015,FINNSG4
86.7,2/25/2015,FINNSG5
91.5,2/25/2015,FINNSG1
76.37,2/25/2015,Amada Vipros 1 - Cell #1
92.5,2/25/2015,FINNSG3
13.59,2/25/2015,Amada Pulsar Laser  - Cell #1
91.4,2/25/2015,FINNSG4
89.2,2/25/2015,FINNSG1
84.72,2/25/2015,Amada Vipros 5 - Cell #3
78.34,2/25/2015,Amada Vipros 1 - Cell #1
90.7,2/25/2015,FINNSG2
77.24,2/25/2015,Amada FMS #2
86.4,2/25/2015,FINNSG3
89.6,2/26/2015,FINNSG3
86.8,2/26/2015,FINNSG2
88.7,2/26/2015,FINNSG4
80.56,2/26/2015,Amada FMS #2
90.3,2/26/2015,FINNSG1
90.2,2/26/2015,FINNSG3
90,2/26/2015,FINNSG2
70.38,2/26/2015,Amada Vipros 1 - Cell #1
79.1,2/26/2015,Amada Vipros 3 - Cell #2
81.25,2/26/2015,Amada FMS #2
91.1,2/26/2015,FINNSG1
88.4,2/26/2015,FINNSG2
19.35,2/26/2015,Amada Pulsar Laser  - Cell #1
91,2/26/2015,FINNSG4
86.8,2/26/2015,FINNSG5
91.4,2/26/2015,FINNSG1
92.7,2/26/2015,FINNSG3
44.99,2/26/2015,Salvagnini laser
85.6,2/26/2015,FINNSG1
75.62,2/26/2015,Amada Vipros 1 - Cell #1
90.5,2/26/2015,FINNSG4
54.77,2/26/2015,Amada Pulsar Laser  - Cell #1
89.4,2/26/2015,FINNSG5
84.72,2/26/2015,Amada FMS #2
88.2,2/26/2015,FINNSG3
89.3,2/26/2015,FINNSG2
90.2,2/26/2015,FINNSG5
87.4,2/26/2015,FINNSG4
89.2,2/26/2015,FINNSG3
68.7,2/26/2015,Amada Vipros 3 - Cell #2
87.2,2/26/2015,FINNSG2
54.01,2/26/2015,Amada Pulsar Laser  - Cell #1
86.7,2/26/2015,FINNSG1
89.8,2/26/2015,FINNSG5
90.3,2/26/2015,FINNSG3
54.01,2/26/2015,Amada Pulsar Laser  - Cell #1
89.6,2/26/2015,FINNSG3
90,2/26/2015,FINNSG2
85.1,2/26/2015,FINNSG5
92.1,2/26/2015,FINNSG2
89,2/26/2015,FINNSG5
26.55,2/26/2015,Amada Pulsar Laser  - Cell #1
92.1,2/26/2015,FINNSG5
85.5,2/26/2015,FINNSG4
90.2,2/26/2015,FINNSG2
92.1,2/26/2015,FINNSG5
4.97,2/26/2015,Amada Pulsar Laser  - Cell #1
88.2,2/26/2015,FINNSG3
89.2,2/26/2015,FINNSG2
90.9,2/26/2015,FINNSG1
66.42,2/26/2015,Amada FMS #2
90,2/26/2015,FINNSG2
80.6,2/26/2015,FINNSG3
71.41,2/26/2015,Amada Vipros 1 - Cell #1
86.1,2/26/2015,FINNSG4
92,2/26/2015,FINNSG5
83.2,2/26/2015,FINNSG4
73.47,2/26/2015,Amada Vipros 3 - Cell #2
45.89,2/26/2015,Amada Vipros 1 - Cell #1
92,2/26/2015,FINNSG5
88.8,2/26/2015,FINNSG3
92.52,2/26/2015,Salvagnini laser
92.7,2/26/2015,FINNSG3
90.2,2/26/2015,FINNSG2
79.55,2/26/2015,Amada FMS #2
88.3,2/26/2015,FINNSG1
84.6,2/26/2015,FINNSG4
86.7,2/26/2015,FINNSG2
92.4,2/26/2015,FINNSG3
90.2,2/26/2015,FINNSG2
92.1,2/26/2015,FINNSG5
88.6,2/26/2015,FINNSG3
76.98,2/26/2015,Amada FMS #2
82.4,2/26/2015,FINNSG2
91.7,2/26/2015,FINNSG5
90.6,2/26/2015,FINNSG4
6.43,2/26/2015,Amada Pulsar Laser  - Cell #1
88.9,2/26/2015,FINNSG1
78.14,2/26/2015,Amada FMS #2
88.8,2/26/2015,FINNSG5
0.07,2/26/2015,Amada Pulsar Laser  - Cell #1
69.06,2/26/2015,Amada Vipros 3 - Cell #2
75.36,2/26/2015,Amada Vipros 1 - Cell #1
88,2/26/2015,FINNSG5
76.62,2/26/2015,Amada FMS #2
87.2,2/26/2015,FINNSG1
87.8,2/26/2015,FINNSG3
88.3,2/26/2015,FINNSG2
89.4,2/26/2015,FINNSG4
87.4,2/26/2015,FINNSG5
79.38,2/26/2015,Amada FMS #2
86.92,2/26/2015,Salvagnini laser
85.2,2/26/2015,FINNSG3
88.1,2/26/2015,FINNSG4
77.83,2/26/2015,Amada Vipros 1 - Cell #1
86.8,2/26/2015,FINNSG5
56.71,2/26/2015,Amada FMS #2
83.7,2/26/2015,FINNSG3
67.55,2/26/2015,Amada Vipros 1 - Cell #1
83.4,2/26/2015,FINNSG4
61.91,2/26/2015,Amada Pulsar Laser  - Cell #1
86.4,2/26/2015,FINNSG5
85.8,2/26/2015,FINNSG5
81.9,2/26/2015,FINNSG3
0.24,2/26/2015,Amada Pulsar Laser  - Cell #1
86.9,2/26/2015,FINNSG1
61.18,2/26/2015,Amada Vipros 3 - Cell #2
0.4,2/26/2015,Amada Pulsar Laser  - Cell #1
87.2,2/26/2015,FINNSG5
15.21,2/26/2015,Amada Pulsar Laser  - Cell #1
76.8,2/26/2015,Amada FMS #2
84.6,2/26/2015,FINNSG4
89.8,2/26/2015,FINNSG5
85.4,2/26/2015,FINNSG1
28.56,2/26/2015,Amada Pulsar Laser  - Cell #1
77.1,2/26/2015,FINNSG3
86.19,2/26/2015,Salvagnini laser
80.1,2/26/2015,FINNSG5
5.56,2/26/2015,Amada Pulsar Laser  - Cell #1
89.2,2/26/2015,FINNSG4
19.84,2/26/2015,Amada Pulsar Laser  - Cell #1
90.1,2/26/2015,FINNSG5
77.52,2/26/2015,Amada Vipros 1 - Cell #1
88.8,2/26/2015,FINNSG4
28.32,2/26/2015,Amada Pulsar Laser  - Cell #1
86.6,2/26/2015,FINNSG5
90.7,2/26/2015,FINNSG4
81,2/26/2015,FINNSG1
83.2,2/26/2015,FINNSG5
79.01,2/26/2015,Amada Vipros 1 - Cell #1
75,2/26/2015,FINNSG3
37.1,2/26/2015,Amada Pulsar Laser  - Cell #1
80.78,2/26/2015,Salvagnini laser
85.6,2/26/2015,FINNSG5
95.3,2/26/2015,FINNSG3
87.2,2/26/2015,FINNSG5
83.4,2/26/2015,FINNSG1
89.6,2/26/2015,FINNSG3
35.57,2/26/2015,Salvagnini laser
90,2/26/2015,FINNSG5
84.1,2/26/2015,FINNSG3
65.39,2/26/2015,Amada Pulsar Laser  - Cell #1
84.3,2/26/2015,FINNSG4
89.9,2/26/2015,FINNSG3
60.78,2/26/2015,Amada Vipros 1 - Cell #1
11.38,2/26/2015,Amada Vipros 1 - Cell #1
33.53,2/26/2015,Amada Pulsar Laser  - Cell #1
88.6,2/26/2015,FINNSG3
89.5,2/26/2015,FINNSG4
87.4,2/26/2015,FINNSG4
85.7,2/26/2015,FINNSG1
74.2,2/26/2015,FINNSG3
71.71,2/26/2015,Amada FMS #1
85.2,2/26/2015,FINNSG1
73.07,2/26/2015,Amada Vipros 1 - Cell #1
87.4,2/26/2015,FINNSG3
82.3,2/26/2015,FINNSG3
87.5,2/26/2015,FINNSG2
89.4,2/26/2015,FINNSG1
86.9,2/26/2015,FINNSG3
83.66,2/26/2015,Salvagnini laser
91.2,2/26/2015,FINNSG3
88.4,2/26/2015,FINNSG1
85.8,2/26/2015,FINNSG3
84.6,2/26/2015,FINNSG3
79.3,2/26/2015,FINNSG2
90.5,2/26/2015,FINNSG1
82.7,2/26/2015,FINNSG3
80.57,2/26/2015,Amada FMS #2
79.52,2/26/2015,Amada FMS #2
74.85,2/26/2015,Amada FMS #2
19.13,2/26/2015,Salvagnini laser
83.2,2/26/2015,FINNSG3
85.4,2/26/2015,FINNSG2
2.96,2/26/2015,Amada Vipros 1 - Cell #1
85,2/26/2015,FINNSG3
85,2/26/2015,FINNSG3
73.8,2/26/2015,FINNSG2
86.6,2/26/2015,FINNSG2
84,2/26/2015,FINNSG3
80.56,2/26/2015,Amada Vipros 2 - Cell #1
66.46,2/26/2015,Amada Vipros 2 - Cell #1
86.7,2/26/2015,FINNSG3
73.03,2/26/2015,Salvagnini laser
87.5,2/26/2015,FINNSG1
87.7,2/26/2015,FINNSG3
79.4,2/26/2015,FINNSG3
89.2,2/26/2015,FINNSG2
85.9,2/26/2015,FINNSG3
90.2,2/26/2015,FINNSG2
40.82,2/26/2015,Salvagnini laser
87.3,2/26/2015,FINNSG3
89.8,2/26/2015,FINNSG2
87.4,2/26/2015,FINNSG3
71.32,2/26/2015,Amada Vipros 5 - Cell #3
79,2/26/2015,FINNSG1
87.6,2/26/2015,FINNSG3
87.4,2/26/2015,FINNSG3
87,2/26/2015,FINNSG3
62.46,2/26/2015,Amada Vipros 5 - Cell #3
87.5,2/26/2015,FINNSG3
85.3,2/26/2015,FINNSG3
82.7,2/26/2015,FINNSG3
88,2/26/2015,FINNSG3
57.9,2/26/2015,Amada Vipros 2 - Cell #1
81.8,2/26/2015,FINNSG1
76.55,2/26/2015,Salvagnini laser
64.79,2/26/2015,Salvagnini laser
62.49,2/26/2015,Amada Vipros 3 - Cell #2
89.9,2/26/2015,FINNSG4
88.1,2/26/2015,FINNSG4
76.77,2/26/2015,Amada FMS #1
75.71,2/26/2015,Amada FMS #1
77.14,2/26/2015,Amada FMS #1
89.3,2/26/2015,FINNSG1
76.56,2/27/2015,Amada Pulsar Laser  - Cell #1
80.4,2/27/2015,FINNSG3
67.14,2/27/2015,Salvagnini laser
64.75,2/27/2015,Amada Vipros 1 - Cell #1
67.16,2/27/2015,Amada Pulsar Laser  - Cell #1
76.66,2/27/2015,Salvagnini laser
71.42,2/27/2015,Amada Vipros 3 - Cell #2
75.2,2/27/2015,FINNSG3
87.8,2/27/2015,FINNSG4
92,2/27/2015,FINNSG5
76.84,2/27/2015,Amada FMS #1
75.48,2/27/2015,Amada FMS #1
74.34,2/27/2015,Amada FMS #1
76.9,2/27/2015,Amada FMS #2
77.33,2/27/2015,Amada FMS #2
81.6,2/27/2015,FINNSG1
41.69,2/27/2015,Amada Pulsar Laser  - Cell #1
82.21,2/27/2015,Amada Vipros 1 - Cell #1
85.7,2/27/2015,FINNSG4
85.7,2/27/2015,FINNSG1
20.56,2/27/2015,Salvagnini laser
64.24,2/27/2015,Amada Vipros 3 - Cell #2
82.7,2/27/2015,FINNSG5
72.28,2/27/2015,Amada FMS #2
74.2,2/27/2015,FINNSG4
53.31,2/27/2015,Amada Pulsar Laser  - Cell #1
74.52,2/27/2015,Amada FMS #2
89.5,2/27/2015,FINNSG4
85.1,2/27/2015,FINNSG3
86,2/27/2015,FINNSG1
75.95,2/27/2015,Amada FMS #1
76.14,2/27/2015,Amada FMS #1
80.71,2/27/2015,Amada FMS #1
78.14,2/27/2015,Amada FMS #2
51.5,2/27/2015,Amada Pulsar Laser  - Cell #1
88,2/27/2015,FINNSG5
73.81,2/27/2015,Amada Vipros 1 - Cell #1
89.4,2/27/2015,FINNSG3
68.14,2/27/2015,Amada Vipros 3 - Cell #2
24.63,2/27/2015,Amada Pulsar Laser  - Cell #1
89.1,2/27/2015,FINNSG3
87.3,2/27/2015,FINNSG4
74.37,2/27/2015,Amada FMS #2
40.1,2/27/2015,FINNSG4
71.7,2/27/2015,FINNSG5
122.01,2/27/2015,Salvagnini laser
90,2/27/2015,FINNSG3
74.85,2/27/2015,Amada FMS #2
54.37,2/27/2015,Amada Vipros 3 - Cell #2
56.96,2/27/2015,Amada Pulsar Laser  - Cell #1
74.79,2/27/2015,Amada Vipros 1 - Cell #1
69.83,2/27/2015,Amada FMS #2
80.4,2/27/2015,FINNSG1
56.22,2/27/2015,Amada Vipros 5 - Cell #3
81.8,2/27/2015,FINNSG1
85.6,2/27/2015,FINNSG2
84.3,2/27/2015,FINNSG4
55.3,2/27/2015,Amada FMS #2
85.3,2/27/2015,FINNSG3
56.96,2/27/2015,Amada Pulsar Laser  - Cell #1
87.4,2/27/2015,FINNSG5
86.4,2/27/2015,FINNSG3
86.5,2/27/2015,FINNSG1
77.22,2/27/2015,Amada FMS #1
74.69,2/27/2015,Amada FMS #1
77.28,2/27/2015,Amada FMS #1
84.44,2/27/2015,Amada Vipros 5 - Cell #3
77.07,2/27/2015,Amada Vipros 3 - Cell #2
67.98,2/27/2015,Amada Vipros 1 - Cell #1
88.9,2/27/2015,FINNSG4
89.5,2/27/2015,FINNSG3
78.7,2/27/2015,FINNSG1
85.19,2/27/2015,Salvagnini laser
90.9,2/27/2015,FINNSG4
82.81,2/27/2015,Amada Vipros 5 - Cell #3
88.6,2/27/2015,FINNSG3
68.22,2/27/2015,Amada Vipros 1 - Cell #1
89.7,2/27/2015,FINNSG3
85,2/27/2015,FINNSG1
90.7,2/27/2015,FINNSG3
87.6,2/27/2015,FINNSG2
91,2/27/2015,FINNSG3
25.15,2/27/2015,Salvagnini laser
88.4,2/27/2015,FINNSG3
88.4,2/27/2015,FINNSG3
23.56,2/27/2015,Amada Vipros 1 - Cell #1
77.2,2/27/2015,FINNSG1
98.02,2/27/2015,Salvagnini laser
8.17,2/27/2015,Salvagnini laser
91.9,2/27/2015,FINNSG5
89.8,2/27/2015,FINNSG3
89.4,2/27/2015,FINNSG2
75.42,2/27/2015,Amada Vipros 3 - Cell #2
91.9,2/27/2015,FINNSG1
84.76,2/27/2015,Amada FMS #1
76.16,2/27/2015,Amada FMS #1
90.3,2/27/2015,FINNSG2
83.7,2/27/2015,FINNSG3
91.7,2/27/2015,FINNSG4
83.96,2/27/2015,Salvagnini laser
88.2,2/27/2015,FINNSG5
88.1,2/27/2015,FINNSG3
73.3,2/27/2015,Amada FMS #2
88.2,2/27/2015,FINNSG5
75.29,2/27/2015,Amada Pulsar Laser  - Cell #1
36.14,2/27/2015,Amada Pulsar Laser  - Cell #1
76.21,2/27/2015,Amada Vipros 1 - Cell #1
0.05,2/27/2015,Amada Pulsar Laser  - Cell #1
87.3,2/27/2015,FINNSG5
84.33,2/27/2015,Amada Vipros 5 - Cell #3
83.6,2/27/2015,FINNSG2
88.4,2/27/2015,FINNSG3
90.1,2/27/2015,FINNSG4
51.59,2/27/2015,Salvagnini laser
72.53,2/27/2015,Amada Vipros 1 - Cell #1
86.8,2/27/2015,FINNSG4
81.36,2/27/2015,Amada FMS #1
77.16,2/27/2015,Amada FMS #1
69.44,2/27/2015,Amada FMS #1
73.7,2/27/2015,FINNSG1
89.8,2/27/2015,FINNSG2
89.9,2/27/2015,FINNSG5
92.8,2/27/2015,FINNSG3
74.06,2/27/2015,Amada FMS #2
54.87,2/27/2015,Amada Pulsar Laser  - Cell #1
92.2,2/27/2015,FINNSG2
87.1,2/27/2015,FINNSG1
51.24,2/27/2015,Amada Vipros 1 - Cell #1
91.6,2/27/2015,FINNSG4
91.8,2/27/2015,FINNSG3
92,2/27/2015,FINNSG3
57.76,2/27/2015,Amada Vipros 3 - Cell #2
90.2,2/27/2015,FINNSG1
79.06,2/27/2015,Amada FMS #2
57.33,2/27/2015,Amada Pulsar Laser  - Cell #1
90.3,2/27/2015,FINNSG2
83.68,2/27/2015,Salvagnini laser
69.96,2/27/2015,Amada Vipros 1 - Cell #1
93.4,2/27/2015,FINNSG3
48.91,2/27/2015,Amada Pulsar Laser  - Cell #1
85,2/27/2015,FINNSG1
91.6,2/27/2015,FINNSG2
72.14,2/27/2015,Amada FMS #2
41.99,2/27/2015,Salvagnini laser
76.44,2/27/2015,Amada FMS #1
76.91,2/27/2015,Amada FMS #1
75.15,2/27/2015,Amada FMS #1
34.56,2/27/2015,Amada Pulsar Laser  - Cell #1
90.7,2/27/2015,FINNSG2
84.3,2/27/2015,FINNSG3
86.75,2/27/2015,Amada Vipros 3 - Cell #2
62.73,2/27/2015,Amada Vipros 1 - Cell #1
91.7,2/27/2015,FINNSG4
42,2/27/2015,Amada Pulsar Laser  - Cell #1
82.9,2/27/2015,FINNSG1
86.8,2/27/2015,FINNSG4
77.33,2/27/2015,Amada Vipros 5 - Cell #3
88.4,2/27/2015,FINNSG4
71.68,2/27/2015,Amada FMS #2
90,2/27/2015,FINNSG2
75.83,2/27/2015,Amada FMS #1
76.89,2/27/2015,Amada FMS #1
70.21,2/27/2015,Amada Vipros 1 - Cell #1
45.97,2/27/2015,Amada Pulsar Laser  - Cell #1
87.4,2/27/2015,FINNSG1
90.1,2/27/2015,FINNSG3
59.18,2/27/2015,Amada Vipros 3 - Cell #2
89.5,2/27/2015,FINNSG3
55.5,2/27/2015,Amada Pulsar Laser  - Cell #1
69.04,2/27/2015,Amada FMS #2
91.9,2/27/2015,FINNSG5
87.2,2/27/2015,FINNSG1
85.1,2/27/2015,FINNSG3
72.4,2/27/2015,FINNSG5
85.04,2/27/2015,Amada FMS #2
89.9,2/27/2015,FINNSG3
13.22,2/27/2015,Amada Pulsar Laser  - Cell #1
87.2,2/27/2015,FINNSG1
76.18,2/27/2015,Amada Vipros 3 - Cell #2
88.1,2/27/2015,FINNSG4
64.89,2/27/2015,Amada Vipros 1 - Cell #1
9.95,2/27/2015,Amada Pulsar Laser  - Cell #1
82.21,2/27/2015,Amada FMS #2
72.18,2/27/2015,Amada FMS #1
87.9,2/27/2015,FINNSG3
88.9,2/27/2015,FINNSG4
50.71,2/27/2015,Amada Vipros 1 - Cell #1
91.1,2/27/2015,FINNSG1
91,2/27/2015,FINNSG2
43.86,2/27/2015,Amada Pulsar Laser  - Cell #1
82.6,2/27/2015,FINNSG3
31.78,2/27/2015,Amada Pulsar Laser  - Cell #1
94.96,2/27/2015,Amada Vipros 1 - Cell #1
89.5,2/27/2015,FINNSG1
85.8,2/27/2015,FINNSG2
82.43,2/27/2015,Amada FMS #1
91.1,2/27/2015,FINNSG2
81.8,2/27/2015,FINNSG3
82.7,2/27/2015,FINNSG3
34.78,2/27/2015,Amada Vipros 1 - Cell #1
87.2,2/27/2015,FINNSG2
88.3,2/27/2015,FINNSG1
81.6,2/27/2015,FINNSG3
87.8,2/27/2015,FINNSG2
86.5,2/27/2015,FINNSG2
66.78,2/27/2015,Amada FMS #1
92.37,2/27/2015,Amada Pulsar Laser  - Cell #1
81.7,2/27/2015,FINNSG3
35.28,2/27/2015,Amada Vipros 3 - Cell #2
81.1,2/27/2015,FINNSG3
84.9,2/27/2015,FINNSG2
89,2/27/2015,FINNSG1
84.4,2/27/2015,FINNSG3
4.61,2/27/2015,Amada Pulsar Laser  - Cell #1
79.14,2/27/2015,Amada Vipros 1 - Cell #1
84.7,2/27/2015,FINNSG3
89.2,2/27/2015,FINNSG2
87.43,2/27/2015,Salvagnini laser
91.8,2/27/2015,FINNSG1
7.82,2/27/2015,Amada Pulsar Laser  - Cell #1
77.27,2/27/2015,Amada Vipros 3 - Cell #2
4.2,2/27/2015,Amada Pulsar Laser  - Cell #1
91.3,2/27/2015,FINNSG3
63.81,2/27/2015,Amada Vipros 1 - Cell #1
88.4,2/27/2015,FINNSG2
91.2,2/27/2015,FINNSG3
18.2,2/27/2015,Amada Pulsar Laser  - Cell #1
93.3,2/27/2015,FINNSG3
87.7,2/27/2015,FINNSG2
88.3,2/27/2015,FINNSG2
88.1,2/27/2015,FINNSG3
79.18,2/27/2015,Amada FMS #2
83.02,2/27/2015,Amada FMS #2
78.25,2/27/2015,Amada FMS #2
88.2,2/27/2015,FINNSG3
84.9,2/27/2015,FINNSG2
86.4,2/27/2015,FINNSG3
58.8,2/27/2015,Amada Pulsar Laser  - Cell #1
150.48,2/27/2015,Salvagnini laser
88.1,2/27/2015,FINNSG2
83.6,2/27/2015,FINNSG2
89.1,2/27/2015,FINNSG3
92.2,2/27/2015,FINNSG1
60.3,2/27/2015,Amada Pulsar Laser  - Cell #1
85.9,2/27/2015,FINNSG2
87.7,2/27/2015,FINNSG3
63.67,2/27/2015,Amada Vipros 1 - Cell #1
91.3,2/27/2015,FINNSG2
92.4,2/27/2015,FINNSG1
89.8,2/27/2015,FINNSG3
92.6,2/27/2015,FINNSG1
90.7,2/27/2015,FINNSG3
57.18,2/27/2015,Amada Vipros 3 - Cell #2
57.9,2/27/2015,Amada Vipros 2 - Cell #1
81.87,2/27/2015,Amada Pulsar Laser  - Cell #1
88.4,2/27/2015,FINNSG2
108.42,2/27/2015,Salvagnini laser
9.31,2/27/2015,Amada Vipros 2 - Cell #1
81.7,2/27/2015,FINNSG2
54.62,2/27/2015,Amada Vipros 2 - Cell #1
90.7,2/27/2015,FINNSG3
33.57,2/27/2015,Amada Pulsar Laser  - Cell #1
91.8,2/27/2015,FINNSG3
88.5,2/27/2015,FINNSG1
87.7,2/27/2015,FINNSG5
89.3,2/27/2015,FINNSG1
90.2,2/27/2015,FINNSG3
90,2/27/2015,FINNSG3
76.3,2/27/2015,FINNSG1
77.14,2/27/2015,Amada FMS #1
92,2/27/2015,FINNSG3
73.6,2/27/2015,FINNSG2
41.89,2/27/2015,Amada Pulsar Laser  - Cell #1
89,2/27/2015,FINNSG5
79.1,2/27/2015,FINNSG1
90.2,2/27/2015,FINNSG3
88.5,2/27/2015,FINNSG5
91.5,2/27/2015,FINNSG4
72.69,2/27/2015,Amada FMS #1
90.8,2/27/2015,FINNSG3
76.56,2/27/2015,Amada Pulsar Laser  - Cell #1
79,2/27/2015,FINNSG2
82.2,2/27/2015,FINNSG1
44.33,2/27/2015,Salvagnini laser
92.8,2/27/2015,FINNSG4
87.7,2/27/2015,FINNSG5
67.16,2/27/2015,Amada Pulsar Laser  - Cell #1
80.4,2/27/2015,FINNSG3
72.38,2/27/2015,Amada Vipros 3 - Cell #2
91.4,2/27/2015,FINNSG2
91.5,2/27/2015,FINNSG3
84.8,2/27/2015,FINNSG1
57.4,2/27/2015,FINNSG1
54.35,2/27/2015,Amada Pulsar Laser  - Cell #1
86.3,2/27/2015,FINNSG2
94.1,2/27/2015,FINNSG4
80.5,2/27/2015,FINNSG1
77.14,2/27/2015,Amada FMS #1
90.9,2/27/2015,FINNSG4
81.4,2/27/2015,FINNSG3
83.47,2/27/2015,Amada Vipros 5 - Cell #3
81.1,2/27/2015,FINNSG3
85.6,2/27/2015,FINNSG2
80.1,2/27/2015,FINNSG3
11.33,2/27/2015,Amada Pulsar Laser  - Cell #1
92.9,2/27/2015,FINNSG4
82.2,2/27/2015,FINNSG5
84.3,2/27/2015,FINNSG2
77.2,2/27/2015,FINNSG1
88.9,2/27/2015,FINNSG5
85.3,2/27/2015,FINNSG3
21.47,2/27/2015,Amada Pulsar Laser  - Cell #1
86.4,2/27/2015,FINNSG2
88.9,2/27/2015,FINNSG4
74.25,2/27/2015,Amada Vipros 5 - Cell #3
85.4,2/27/2015,FINNSG3
83.8,2/27/2015,FINNSG3
87.3,2/27/2015,FINNSG5
83.1,2/27/2015,FINNSG1
84.9,2/27/2015,FINNSG4
61.69,2/27/2015,Amada FMS #1
81.1,2/27/2015,FINNSG3
83.1,2/27/2015,FINNSG3
89.5,2/27/2015,FINNSG5
86.6,2/27/2015,FINNSG5
83,2/27/2015,FINNSG1
84.5,2/27/2015,FINNSG3
89.9,2/27/2015,FINNSG5
87.4,2/27/2015,FINNSG3
88.5,2/27/2015,FINNSG4
62.34,2/27/2015,Amada FMS #2
83.7,2/27/2015,FINNSG3
83.52,2/27/2015,Salvagnini laser
